ticker,bench,corr,beta,sig,print_sigma_pos,print_sigma_neg,dev_best_ranges,bench_best_ranges,time_best_peak_ranges,time_best_norm_ranges
GLDM,QQQ,0.58,0.8,1.0,0.96,-1.238,0.2–0.6;0.8,0.0–0.3;0.5,00:00–01:00;02:00–03:30;04:30;05:30;08:00–09:30,02:30;04:00;09:00
GLDW,IWM,0.83,0.81,1.45,,,,,,
GLDY,QQQ,0.36,0.42,0.66,0.06,-1.258182,,0.1,,09:00
GLGG,QQQ,0.72,6.66,7.3,2.096986,-9.167945,2.7,,,09:00
GLIN,NONE,-0.44,-1.12,2.03,,,,,,
GLL,SPY,-0.44,-1.12,2.03,1.221872,-1.193695,0.2–0.4,0.0–0.1;0.3,00:00–01:00;02:00–03:00;04:00;05:30;06:30,08:30–09:00
GLNG,SPY,0.84,0.82,1.37,1.20365,-0.30073,0.3–0.4,0.0–0.3,,08:30–09:00
GLOB,IWM,0.9,1.05,1.64,0.041463,-0.120122,0.3–0.5;0.8,0.0;0.2;0.4;0.6,02:00;06:30–09:30,09:00
GLPG,SPY,0.62,0.56,1.31,0.254656,-0.643053,0.2–0.3,0.0–0.1;0.4,04:30–09:30,09:00
GLPI,IWM,0.08,0.0,0.4,0.75,-2.325,1.3;1.5,0.2–0.3,,09:00
GLSI,IWM,0.56,0.48,2.43,0.26749,-0.198848,0.2–0.4,0.0,,09:00
GLTR,QQQ,0.58,0.91,1.16,0.936552,-1.074397,0.6;1.0,0.8,,09:00
GLW,SPY,0.95,1.81,1.21,0.609752,-1.418512,0.2–0.3;0.5–0.6;0.9;1.1;1.5;2.2,0.0–0.2,00:00–00:30;01:30;02:30–03:00;04:00;07:00;08:00–09:30,09:00
GLXU,QQQ,0.86,7.31,7.09,5.826135,-10.296192,2.7,0.0;0.4,05:30–09:30,09:00
GLXY,SPY,0.78,3.75,3.52,3.338068,-4.21804,0.3–0.4;0.9;1.1;1.4,0.0–0.3,00:00–04:00;07:30–09:30,09:00
GM,SPY,0.64,0.53,1.39,0.344892,-0.482374,0.2–0.3,0.0–0.3,00:00;01:30;02:30;06:00,08:00
GMAB,SPY,0.21,0.56,1.31,0.374351,-0.734962,0.2,0.0–0.1,03:00;05:00–09:30,09:00
GME,IWM,0.7,0.54,1.35,0.299556,-0.444593,0.2–0.3;0.5,0.0–0.2;0.5,00:00–04:00;06:00;07:00;08:00–09:30,09:00
GMED,IWM,0.85,0.61,3.69,0.195827,-0.2155825,,,,
GMEU,IWM,0.64,1.37,2.62,0.156336,-0.51145,0.2–0.6;1.1,0.0–0.2;0.4;0.8,01:30;04:00–05:00;07:00;08:00–09:30,09:00
GMEY,SPY,0.45,0.74,1.39,,-0.542806,,,,
GMS,NONE,0.55,0.42,0.66,,,,,,
GNE,IWM,0.55,0.42,0.66,1.181818,-0.899697,0.6;0.8,0.2,,09:00
GNK,SPY,0.61,0.66,1.21,0.126777,-0.766281,0.5,0.2,,09:00
GNR,IWM,0.71,0.43,0.61,0.785902,-1.227705,0.6,0.2,,
GNRC,IWM,0.89,1.0,1.66,0.222892,-0.012048,0.2–0.3;0.9,0.1;0.5,00:00;03:30,09:00
GNTX,IWM,0.7,0.48,0.63,0.181587,-1.217143,0.4,0.2,,09:00
GO,IWM,-0.25,-0.31,1.64,0.659085,-0.584939,0.2–0.3,0.4,,09:00
GOAU,QQQ,0.44,0.78,1.72,0.835698,-1.250349,0.9,0.1,,09:00
GOEX,QQQ,0.61,1.55,1.95,1.416154,-2.120769,2.7,0.1,,09:00
GOF,SPY,0.79,0.52,0.45,-0.513778,-0.821333,0.3;0.5;0.9;2.7,0.0,02:30–03:00;05:00;07:00–09:30,09:00
GOGO,IWM,0.86,1.03,1.94,0.39134,-0.16433,0.2;0.4–0.5,0.0;0.2–0.3,,09:00
GOLF,IWM,0.82,0.58,0.62,0.492903,-0.581935,0.9,0.2;0.5,,09:00
GOLY,IWM,0.5,0.87,1.1,0.335909,-1.124455,1.1,0.3–0.4,03:00,09:00
GOOD,IWM,0.54,0.12,0.43,0.906977,-0.883721,0.7,0.2,,09:00
GOOG,SPY,0.87,1.16,1.42,0.669296,-0.208732,0.2–0.6;0.9,0.0–0.3,00:00;01:00;03:30;04:30;06:00–09:30,04:00;07:30;09:00
GOOGL,SPY,0.88,1.32,1.45,0.768828,-0.110345,0.2–0.9,0.0–0.3;0.5–0.6,00:00–00:30;04:00–05:00;06:00–09:30,09:00
GOOP,QQQ,0.8,0.87,1.39,-0.109101,0.486906,,,,09:00
GOOS,SPY,0.76,0.96,2.57,-0.191595,-0.334942,0.2–0.4,0.0–0.1,,08:00
GOOW,SPY,0.86,1.64,1.78,0.759101,-0.630562,2.7,0.1;0.3,,09:00
GOOX,SPY,0.88,2.35,2.76,0.698913,-0.406703,1.6,0.0–0.1,04:30–09:30,09:00
GOOY,SPY,0.86,1.04,1.1,0.673091,-0.726545,0.3–0.5;0.9,0.1–0.3,00:00;04:00;06:00–09:30,09:00
GOP,IWM,0.92,0.66,0.53,0.12792449999999997,-0.5473585,,,,09:00
GOVT,SPY,0.15,0.07,0.15,1.072667,-3.800667,0.8,0.1,,08:30
GPC,IWM,0.51,0.13,0.8,0.501125,-0.673,0.3,0.2–0.3,,
GPCR,IWM,0.62,0.61,1.35,0.09563,-0.256741,0.3;0.5;0.8;2.7,0.0–0.1;0.3,06:00–09:30,08:30–09:00
GPI,IWM,0.45,0.18,0.8,0.36825,-0.1765,0.4,0.2,,09:00
GPIQ,SPY,0.99,1.16,0.5,0.4048,-0.1736,0.2–0.3;0.5–0.6,0.0–0.3,03:00;04:30–05:00,07:30;08:30–09:00
GPIX,SPY,0.99,0.91,0.4,0.06625,-0.4635,0.2–0.3;0.6,0.0–0.3,04:30;05:30;06:30–09:30,08:00
GPK,IWM,0.64,0.44,0.86,0.361395,-0.43814,0.6,0.0;0.2;0.6,,09:00
GPN,XLF,0.81,1.64,1.08,0.627778,-0.874074,0.5;0.8;1.1,0.0–0.2,,09:00
GPOR,XLE,0.83,1.16,0.86,0.370233,0.356744,0.7,0.1,,09:00
GPTY,QQQ,0.93,1.45,0.94,0.934043,-1.061702,0.7;2.7,0.1–0.3,00:00,08:30–09:00
GPZ,IWM,0.95,0.83,0.62,0.586613,-0.084516,0.7,0.2,,09:00
GRAL,IWM,0.83,2.2,2.95,0.824407,-0.72678,0.6;1.0,0.0–0.2;0.6,04:30–09:30,09:00
GRBK,IWM,0.65,0.65,1.14,0.40307,-0.635088,0.2,0.4,,09:00
GREK,SPY,0.66,0.75,0.81,0.67284,-0.441358,0.4;0.9,0.2;0.4,,09:00
GRFS,QQQ,0.53,0.33,1.22,0.570164,-0.800246,0.2,0.0,01:00;05:30–09:30,09:00
GRID,SPY,0.92,1.41,0.68,-0.234265,-0.515882,0.4,0.2–0.3,,09:00
GRMN,IWM,0.84,0.54,1.46,0.371233,-0.681096,0.3,,,09:00
GRND,IWM,0.32,0.62,2.26,0.11646,-0.142212,0.2;0.4,0.0–0.1;0.4,00:00;05:00,08:30–09:00
GRNY,SPY,0.98,1.54,0.74,0.973514,-0.378378,0.2;0.4–0.5;1.2;1.4,0.0–0.1;0.3,00:00;01:30–03:30;04:30;06:00;07:30–09:30,04:00;08:00;09:00
GRPN,IWM,0.79,1.22,1.25,0.0008,-0.75136,1.4,0.1;0.4,04:30–09:30,09:00
GRRR,QQQ,0.86,2.01,2.58,0.833372,-0.753876,0.2–0.9;1.1,0.0–0.4;0.8,00:00–01:00;02:00;04:00;05:00–05:30;07:30–09:30,04:00;07:30;09:00
GS,SPY,0.87,1.09,0.66,0.808485,-0.801667,0.2–0.5;0.7;0.9;1.1,0.0–0.4,00:00–00:30;01:30–02:30;03:30;07:00–09:30,08:00
GSAT,SPY,0.88,2.75,1.8,2.319444,-3.281944,1.0,0.0–0.3,00:00;01:30;03:30–04:00;07:30–09:30,09:00
GSBD,SPY,0.73,0.48,0.55,0.361455,-1.151273,0.2,0.1–0.3,00:00;01:00;02:00;04:00;05:00,08:00–09:00
GSG,IWM,0.33,0.25,0.59,0.830508,-1.326271,0.3,0.2;0.7,,09:00
GSHD,XLF,0.56,0.38,0.8,0.5635,-0.50825,0.3;0.8–0.9,0.1,,09:00
GSIE,NONE,0.21,0.16,1.19,,,,,,
GSK,IWM,0.21,0.16,1.19,0.548908,-0.589244,0.2–0.3,0.2,02:30;05:00;06:30,04:30
GSL,SPY,0.72,0.7,0.72,0.213889,-0.638889,0.5–0.6;2.7,0.0;0.2–0.3,04:00–09:30,09:00
GSLC,QQQ,0.99,0.75,0.45,0.577778,-1.238889,0.3,0.1;0.4,,09:00
GSOL,IWM,0.6,2.09,2.42,2.503802,-6.080744,2.7,,,
GSX,IWM,0.81,1.63,2.73,0.128645,0.324835,,,,
GSY,SPY,0.36,0.04,0.02,8.46,-14.04,2.7,0.0,,09:00
GTES,SPY,0.95,1.84,1.97,0.003249,-1.329543,0.5,0.1;0.3,,09:00
GTLB,SPY,0.9,1.73,1.61,0.619441,-1.68354,0.7;1.2–1.3;1.8,0.0–0.3,01:00–01:30;04:00–04:30;07:30–09:30,07:30;08:30–09:00
GTLS,SPY,0.64,0.09,0.18,3.141667,-2.606111,,0.1,,
GTM,SPY,0.92,1.67,0.98,2.196327,-1.011122,2.7,0.0–0.2;0.4,02:00;03:00–09:30,09:00
GTPE,NONE,0.59,0.24,2.35,,,,,,
GTX,IWM,0.59,0.24,2.35,0.253277,-0.36,0.2,,,08:00
GTY,IWM,0.1,0.21,0.5,1.1138,-0.389,0.5,0.2–0.3,,
GUSH,SPY,0.71,1.43,1.52,-0.270329,-0.731579,0.9;1.1–1.2;1.4,0.2–0.4,01:00;03:00;06:30,09:00
GVA,IWM,0.91,0.84,0.64,0.295,0.030625,0.5,1.0,02:30–09:30,09:00
GVAL,SPY,0.75,0.58,0.47,0.584255,-0.685957,,0.2,,08:30
GWRE,QQQ,0.75,0.61,2.72,0.295404,-0.268897,0.3,,,09:00
GWW,IWM,0.59,0.22,0.47,1.288511,-0.682979,0.5,0.1;0.3,,
GXC,QQQ,0.73,1.04,1.09,0.376881,-0.939083,,0.0,,09:00
GXIG,NONE,0.9,0.96,0.82,,,,,,
GXO,IWM,0.9,0.96,0.82,0.030732,-0.020976,0.4;0.8,0.2–0.3,03:30–09:30,09:00
H,IWM,0.83,0.79,0.86,1.308488,-0.640465,0.4,0.0–0.3,,09:00
HACK,SPY,0.95,1.41,0.7,-0.126857,0.124857,1.0;2.7,0.3,,09:00
HAE,IWM,0.53,0.34,1.6,0.34675,-0.275125,0.2,0.3,,09:00
HAL,XLE,0.85,1.36,1.46,0.289589,-0.503288,0.2–0.5;0.9,0.2;0.4–0.5,06:00–09:30,08:30
HALO,SPY,0.28,0.22,0.67,0.748955,-0.398806,0.2;0.4,0.0,,09:00
HAS,IWM,0.8,0.53,0.86,0.218372,-0.397326,0.4,0.0–0.2,00:00,09:00
HASI,SPY,0.79,1.02,1.09,-0.471376,-0.649908,0.6–0.7;1.0,0.1;0.3,00:30,09:00
HBAN,KRE,0.86,0.69,0.7,0.201714,-0.229286,0.4–0.5,0.3–0.4;1.1,,09:00
HBNC,KRE,0.86,0.77,1.0,0.4437,-0.5789,0.3,0.0,,
HBR,QQQ,0.83,2.83,4.46,0.9466704999999999,-5.020493,,,,
HCA,SPY,0.1,0.03,0.82,0.684878,-0.677927,0.2,0.2–0.3,,
HCC,IWM,0.78,1.34,1.82,0.563407,-0.606703,1.0,0.1–0.2,,09:00
HCI,XLF,0.21,0.5,0.77,0.506494,-0.467532,0.4,0.2;0.4,,
HCKT,IWM,0.85,0.47,1.03,0.40233,-0.902913,0.3,0.2,,09:00
HCM,QQQ,0.33,0.44,1.71,0.065965,-0.505029,0.2–0.3,0.1,,09:00
HCSG,IWM,0.8,0.49,1.53,0.243922,-0.456275,0.2–0.3,,,09:00
HD,IWM,0.48,0.15,0.55,0.736364,-0.118182,0.5;0.7,0.1–0.2,,08:30
HDB,SPY,0.59,0.41,0.59,0.976102,-0.423729,0.4;0.6,0.0,03:30;07:30–09:30,02:00
HDSN,IWM,0.74,0.68,1.71,0.42807,-0.312749,0.2;0.6,0.3,,09:00
HDV,IWM,0.29,0.1,0.23,1.282609,-1.373913,2.7,0.2,,09:00
HE,IWM,0.64,0.34,0.48,1.025417,-0.22125,0.5,0.0;0.2,05:30,08:00;09:00
HEAL,IWM,0.72,0.47,0.81,,,,,,
HEI,SPY,0.75,0.89,0.92,0.2225,-0.689457,0.7,0.0,02:30–09:30,09:00
HEI.A,SPY,0.65,0.41,0.93,0.242581,-0.593548,0.3,0.0,,
HELE,IWM,0.52,0.59,2.34,0.176923,-0.299103,0.2–0.3,0.1;0.3,03:00,09:00
HERO,SPY,0.74,1.01,0.94,0.989149,-0.744681,0.3;0.9,0.2,,09:00
HESM,XLE,0.72,0.4,1.25,0.2192,-0.4672,0.4;0.6,0.8,,09:00
HG,XLF,0.5,0.68,0.9,0.187556,-0.420444,0.4,0.1;0.4,,09:00
HGER,QQQ,0.3,0.0,0.51,1.156863,-1.941176,0.4,0.1–0.2,,
HGV,IWM,0.83,0.84,1.2,0.091667,-0.291667,0.3–0.4,0.2–0.4,,09:00
HHH,IWM,0.82,0.59,0.73,0.51863,-0.392329,0.2,0.1,02:30–03:00,09:00
HI,IWM,0.74,1.11,2.48,0.460403,-0.185847,0.2,0.2,,08:30
HIBL,QQQ,0.97,3.68,2.38,3.220672,-2.283866,2.7,0.2,,09:00
HIFS,SPY,0.85,1.36,0.79,-0.033924,-0.524557,2.7,0.0;0.2–0.3,,09:00
HIG,XLF,0.53,0.6,0.64,0.84375,-0.609375,0.5,0.1;0.4,,09:00
HII,SPY,0.61,0.52,0.87,0.621609,-0.578851,0.2,0.0–0.2,00:00;03:00,09:00
HIMS,SPY,0.86,3.86,1.79,6.432514,-2.47419,0.2;0.7,0.0–0.3,00:00–01:00;02:00–02:30;03:30–06:00;07:00–09:30,08:00–09:00
HIMY,QQQ,0.64,4.4,3.45,3.248696,-2.492174,2.7,,,09:00
HIMZ,IWM,0.85,4.26,3.5,6.6544,-3.210114,0.2,0.0–0.4,00:00;01:00;02:00;03:00–05:30;06:30–09:30,08:30–09:00
HIPO,SPY,0.77,1.29,0.99,0.503737,-1.295657,2.7,0.1;0.3,,09:00
HIPS,IWM,0.67,0.33,0.41,0.892195,-1.331951,0.8,0.4;0.7,,
HIW,IWM,0.35,0.23,0.57,0.660702,-0.696491,0.4,0.2,,
HIYY,SPY,0.71,1.93,2.33,-0.8051930000000002,-0.273948,2.7,,,
HLAL,SPY,0.97,1.04,0.47,-0.000851,0.202553,2.7,0.0–0.2,00:00–01:00;02:30,09:00
HLI,SPY,0.88,1.01,0.56,0.576786,0.139107,0.9,0.0–0.1,,09:00
HLIO,IWM,0.92,1.52,1.22,0.169836,-0.456721,0.7,0.0;0.2–0.3,,09:00
HLNE,XLF,0.74,0.97,1.02,0.673922,-0.194902,0.7,0.1–0.3,,09:00
HLT,IWM,0.76,0.47,0.54,0.682407,-1.339259,0.5,0.3,,09:00
HMC,IWM,0.15,0.42,1.06,1.088679,-0.552453,0.4,0.0,,09:00
HMY,GDX,0.93,1.58,3.4,0.235235,-0.478882,0.2–0.4;0.6;0.9,0.0;0.2–0.3;0.5–0.6;0.8,00:30–01:00;02:30;03:30–05:00;06:00;09:00–09:30,03:00;08:00;09:00
HNDL,QQQ,0.72,0.19,0.33,1.598788,-2.072727,,0.2,,09:00
HNGE,IWM,0.57,1.02,2.38,0.115126,-0.811176,0.5;0.7;1.1,0.0–0.1;0.3,00:00;04:00,09:00
HNI,IWM,0.74,0.66,0.65,0.559692,-0.533846,0.4;0.8,0.2–0.3,,
HNRG,IWM,0.85,1.39,2.49,0.455863,-0.50241,0.4,0.0–0.3,02:00;03:00,09:00
HODL,IWM,0.77,2.01,1.84,1.983533,-2.199728,0.9;1.1,0.1–0.2,00:00;03:00;08:00–09:30,03:00;08:30
HOG,IWM,0.63,0.67,0.76,0.319211,-1.056053,0.5;0.7–0.8,0.0;1.3,01:00;03:00–09:30,09:00
HOII,SPY,1.0,9.44,3.52,,,,,,
HOLX,IWM,-0.02,0.0,0.9,0.433333,-0.422222,0.4–0.5,0.3,,
HON,IWM,0.61,0.36,0.64,0.80625,-0.676875,0.3;0.5,0.2,03:00–03:30;06:30,07:00
HOND,NONE,0.95,3.42,2.23,,,,,,
HOOD,SPY,0.95,3.42,2.23,3.9713,-0.388161,0.2–0.5;0.8;1.2;2.6,0.0–0.2,00:00–03:00;04:30;06:30–07:00;08:30–09:30,02:30;08:30
HOOG,SPY,0.95,7.38,4.53,4.442384,-1.246137,2.7,0.0–0.2,,09:00
HOOI,QQQ,0.85,5.13,3.78,2.950847,-4.878333,2.7,,,
HOOW,QQQ,0.96,3.07,2.67,3.160936,-0.61794,1.3;2.3,0.1–0.4,00:00;01:00–01:30;07:00–09:30,09:00
HOOX,QQQ,0.95,5.67,4.62,5.180519,-0.863377,2.7,0.1,,09:00
HOOY,SPY,0.94,2.85,1.75,1.124571,-3.322857,1.3;1.8,0.0–0.1,00:00;01:00,08:30–09:00
HOV,IWM,0.73,1.58,1.23,-0.790894,-1.725041,1.8,0.5,,09:00
HOYY,IWM,0.93,1.67,1.68,0.113274,-1.751845,2.7,0.0,03:00–09:30,09:00
HP,XLE,0.87,1.92,1.18,1.548136,-2.209831,2.7,0.0;0.2;0.6,,09:00
HPE,SPY,0.89,1.76,1.64,0.813902,-0.366585,0.2–0.7;1.1,0.0–0.1,00:00–00:30;01:30;02:30–03:30;07:00;08:00–09:30,08:00
HPQ,IWM,0.92,1.08,1.03,-0.223301,-0.300971,0.2–0.7;0.9,0.0;0.2–0.4,00:00–00:30;03:00–04:00;05:00;06:00;07:00,09:00
HQH,SPY,0.72,0.5,0.6,0.791667,-0.866667,0.4,0.2,,09:00
HQY,SPY,0.66,0.37,0.81,0.558765,-0.502222,0.3,0.1,,09:00
HR,IWM,0.12,0.05,0.47,1.160638,-1.018085,1.2,0.2,,09:00
HRB,IWM,-0.19,-0.05,0.45,1.353333,-1.641111,0.6,0.2,,
HRI,IWM,0.82,1.18,1.1,0.597091,-0.838545,0.4;0.7;1.2,0.1;0.3,,
HRL,IWM,-0.03,0.06,1.89,0.426667,-0.504127,0.2,0.4,,08:30
HRMY,IWM,0.27,0.0,1.32,0.401515,-0.704545,0.2,0.4,,
HROW,IWM,0.7,1.05,1.38,0.186232,-1.271377,0.6;1.3;1.5,0.0–0.3;0.5;1.0,04:30–09:30,09:00
HRTG,SPY,0.26,0.34,1.4,0.077,-0.526714,0.2,0.1–0.2,,09:00
HSAI,QQQ,0.76,1.94,2.56,0.387891,-1.772031,0.2–0.5;0.7;1.4,0.0;0.4–0.6,00:00–01:00;02:00–03:30;05:00;06:30;08:00–09:30,08:30–09:00
HSBC,SPY,0.41,0.65,1.1,0.183636,-0.881818,0.2–0.3,0.1–0.4,01:00;02:30–03:00;05:00,03:00;09:00
HSIC,IWM,0.59,0.24,1.15,0.411826,-0.581913,0.3,0.2,,09:00
HSII,IWM,0.55,0.09,2.42,0.402149,-0.554463,,,,
HST,SPY,0.86,0.79,0.71,0.267042,-0.971972,0.2–0.3;0.6;0.8,0.0;0.2,03:00,09:00
HSY,IWM,-0.04,0.11,0.74,0.466081,-0.416622,0.4;0.6,0.2–0.3,03:30–09:30,09:00
HTEC,IWM,0.73,0.57,0.82,,-0.586951,,,,
HTFL,SPY,0.68,2.43,1.37,0.798248,0.556131,2.7,0.3–0.4,,09:00
HTGC,SPY,0.81,0.65,0.4,0.12,-0.42375,0.6,0.0–0.2,00:00;03:30;06:00,09:00
HTHT,IWM,0.66,1.08,1.09,0.700917,-0.953028,1.4,0.1–0.2;0.5,,09:00
HTO,XLE,-0.13,-0.07,0.63,1.0,-0.784286,0.8,0.4,,
HUBB,IWM,0.91,1.01,0.79,0.678354,0.222152,0.7–0.8,0.2;0.5,,
HUBG,SPY,0.56,0.88,0.85,1.363294,-0.147765,1.1,0.3,,
HUBS,SPY,0.76,1.37,1.9,0.370737,-0.385316,0.2–0.3;0.5,0.1–0.3,03:00,09:00
HUM,IWM,0.16,0.0,1.15,0.33913,-0.330435,0.2,0.2,04:00,09:00
HUMN,SPY,0.88,3.01,1.3,2.285154,-2.461923,2.7,0.0–0.1;0.3,03:00–09:30,09:00
HURN,SPY,0.6,0.16,0.5,0.6088,-1.0008,0.3,0.1,,
HUSA,XLE,0.64,0.89,2.05,0.580244,-0.31278,0.6;0.9,0.6,03:30–09:30,09:00
HUT,SPY,0.85,5.67,3.45,2.696319,-4.337797,0.3,0.0–0.2,00:00–02:00;03:30;04:30;07:30–08:00,09:00
HVAC,SPY,0.89,2.05,1.21,9.830579,-0.932231,,,,09:00
HWC,KRE,0.95,0.98,0.62,0.34,-0.955161,0.4,0.2;0.6,,09:00
HWKN,IWM,0.83,0.9,0.62,-0.927419,-0.356452,0.5,0.1–0.2,,
HWM,SPY,0.93,1.13,0.63,0.488254,-0.114286,0.6,0.0–0.3,02:30,09:00
HXL,SPY,0.81,0.78,0.62,-0.124516,-0.134194,0.2;0.5;0.9;2.7,0.0–0.3,02:30–09:30,09:00
HY,IWM,0.91,0.96,0.71,-0.054648,-0.031549,0.8,0.3,,09:00
HYDR,QQQ,0.92,3.48,2.76,4.491594,0.357536,2.7,0.1,,09:00
HYG,SPY,0.9,0.22,0.12,1.196667,-5.435,2.7,0.0–0.1,03:00–03:30,09:00
HYGH,IWM,0.67,0.08,0.15,3.562667,-2.325333,2.7,0.2,,
HYLB,SPY,0.89,0.23,0.12,4.328333,-5.028333,1.3,0.1,,
IAC,IWM,0.92,0.96,0.8,-0.231,-0.502,0.8;1.1,0.2–0.3,,09:00
IAGG,SPY,0.25,0.01,0.11,5.185455,-4.914545,,0.1,,
IAI,IWM,0.95,0.74,0.49,1.433469,-0.704898,0.4,0.0,,09:00
IAK,IWM,0.4,0.16,0.3,1.802667,-1.516,0.7,0.1,,09:00
IART,SPY,0.76,0.89,0.99,-0.556869,-0.64697,0.7,0.0–0.1,,09:00
IAT,IWM,0.86,0.6,0.49,0.612245,-0.632653,0.4,0.1,,
IAU,IWM,0.53,0.83,1.0,0.2682,-0.9035,0.2–0.5;0.7,0.0–0.4;0.7,00:00–01:00;02:30–05:00;07:00;08:00,06:30
IAUI,IWM,0.49,0.48,0.65,1.277538,-0.210462,0.6;1.2,0.0–0.1,04:00,08:30
IAUM,QQQ,0.58,0.81,1.0,0.7607,-1.2209,0.2–0.5,0.0;0.2;0.5,00:00;01:30–02:30;04:00;06:00;07:00,02:00;08:00
IBAT,SPY,0.77,2.16,1.46,2.778904,-1.98,,,,
IBB,IWM,0.81,0.49,0.4,0.456,-0.59475,0.6,0.2,04:00–09:30,09:00
IBBQ,IWM,0.77,0.61,0.55,0.383273,-0.512182,,,,09:00
IBEX,IWM,0.89,0.62,3.56,0.170955,-0.101011,,,,09:00
IBIT,IWM,0.73,2.02,1.83,1.938907,-1.966339,0.2–0.7,0.0–0.3,00:00–01:00;02:00;04:30,00:30
IBKR,SPY,0.91,1.97,1.13,0.955133,-0.601858,0.2–0.4;0.6;1.0;1.2;1.5,0.0–0.2,00:00;01:00–02:30;05:30;06:30;07:30–09:30,07:00;09:00
IBLC,IWM,0.93,2.83,2.11,1.729431,-2.619242,2.7,0.2,,
IBM,IWM,0.82,0.51,1.17,0.328974,-1.145299,0.2;0.5,0.0–0.3;0.5,00:00–00:30;02:00–02:30;03:30;07:00;08:00–09:30,00:30;08:00;09:00
IBN,KRE,0.11,0.09,0.89,0.984382,-0.778202,0.4–0.5,0.4–0.5,,09:00
IBOC,KRE,0.9,0.83,0.5,1.0438,-1.531,1.0,0.2,,09:00
IBOT,QQQ,0.89,1.18,0.88,0.059773,-0.642273,,,,09:00
IBP,IWM,0.74,0.99,1.24,-0.503468,-0.26621,0.5,0.0,,
IBTA,IWM,0.73,0.98,4.51,0.112816,-0.107317,0.2,0.0,03:00,09:00
IBTF,SPY,0.02,0.0,0.03,16.333333,-18.0,2.7,0.0–0.1,,09:00
IBTI,SPY,0.33,0.06,0.08,7.36,-6.9525,2.7,0.0–0.1,,09:00
IBTJ,SPY,0.1,0.06,0.1,1.67,-4.446,,0.0–0.1,,09:00
IBTK,SPY,0.11,0.04,0.11,2.345455,-2.563636,,0.0,,09:00
IBTL,SPY,0.28,0.07,0.14,1.852143,-3.144286,,0.0,01:00,07:30
IBTM,SPY,0.26,0.05,0.16,2.99375,-3.071875,,0.0,,08:30
ICE,XLF,0.71,0.79,0.53,0.291321,-1.137358,1.1,0.0–0.1;0.3,,09:00
ICFI,IWM,0.43,0.26,1.25,0.41536,-1.04128,0.3,0.5,,
ICHR,SPY,0.89,3.48,4.1,1.724293,-0.46722,0.7–0.8,0.0–0.1;0.3,05:00,09:00
ICLN,SPY,0.88,1.61,0.98,0.681122,-1.182857,0.8–1.0;2.7,0.0–0.4,00:30;01:30;02:30,09:00
ICLR,IWM,0.36,0.19,1.3,0.548846,-0.423538,0.3–0.4,0.2–0.3,,09:00
ICOI,SPY,0.87,2.85,1.78,1.914888,-0.301966,2.7,0.0,01:30,07:00
ICOP,IWM,0.84,1.37,1.18,1.516441,-1.229068,2.7,0.3,03:00–09:30,09:00
ICSH,IWM,0.07,0.01,0.02,19.49,-3.01,2.7,0.1,03:00–09:30,09:00
ICUI,IWM,0.77,0.72,1.84,0.088261,-0.567174,0.3;0.6,0.3,,09:00
IDA,IWM,0.23,0.23,0.37,1.856486,-0.489189,2.7,0.2,,
IDCC,SPY,0.72,1.47,1.63,1.215153,-0.396994,0.3;2.7,0.2,,09:00
IDEF,SPY,0.82,1.2,0.62,0.787097,-0.403226,0.9,0.3,,09:00
IDEV,SPY,0.9,0.94,0.45,0.471111,-0.803556,0.3,0.3,,09:00
IDMO,SPY,0.86,0.92,0.48,0.329167,-0.771667,0.3,0.4,,09:00
IDR,GDX,0.58,0.43,3.62,0.291022,-0.542376,0.2–0.3,0.8;1.7;3.0,04:00;05:30–09:30,09:00
IDRV,SPY,0.83,1.47,0.93,1.080538,-0.868817,,0.0,,
IDT,SPY,0.42,0.39,0.87,0.325402,-0.677126,0.5,0.2,,09:00
IDU,IWM,0.64,0.25,0.28,1.071429,-2.151786,,0.3;0.5,,
IDV,SPY,0.77,0.57,0.45,0.475111,-1.261778,0.4,0.1–0.2;0.4,,09:00
IDVO,SPY,0.9,1.01,0.45,0.392,-0.530444,1.0;2.7,0.1,,09:00
IDX,SPY,0.61,1.01,0.94,0.829043,-0.796489,,,,
IDXX,SPY,0.81,0.72,1.4,0.407429,-0.122,0.3,0.0–0.2,01:30,09:00
IDYA,IWM,0.72,0.92,1.21,-0.149421,-0.202645,0.8–0.9;1.2;2.7,0.0–0.1;0.3–0.4;0.6,03:30–09:30,09:00
IEF,SPY,0.29,0.08,0.19,2.461053,-3.027368,0.2;0.7;1.1,0.0–0.1,02:30;03:30;04:30;07:00–09:30,07:00;09:00
IEFA,SPY,0.9,0.96,0.47,0.090213,-0.938723,0.4–0.5;0.7,0.3,03:00,09:00
IEI,SPY,0.29,0.05,0.12,4.029167,-4.658333,1.0,0.0,03:00;04:00,08:00
IEMG,QQQ,0.89,1.22,0.75,-0.163467,-1.086933,0.3,0.0;0.4,03:00;05:00;06:00–09:30,09:00
IEO,IWM,0.62,0.43,0.65,0.832615,-0.986615,1.0,0.0,,
IESC,SPY,0.93,2.34,1.57,0.738217,-0.265732,2.7,0.0–0.1;0.3,01:00,09:00
IETC,QQQ,0.98,1.28,0.89,0.353258,-0.351461,0.3–0.4,0.0–0.1;0.3,03:30–09:30,09:00
IEUR,SPY,0.82,0.82,0.5,0.5488,-1.3192,0.3,0.3,,09:00
